"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","threshold"
"236",0.931368472733595,0.931365754599483,1.52717737552781,342649.933477412,0,3,-93041.3501397777,186090.700279555,186126.019352429,117777.339913627,50499,693,0.495,0.0169,1.52713201494637,21,0.69
"237",0.779432240708177,0.77942793093436,2.54088742189659,180852.238147401,0,3,-240693.119728944,481394.239457887,481432.384463049,660827.937730732,102357,693,0.495,-0.0128,2.54085018704841,22,0.69
"238",0.869380107678737,0.869378794817041,2.94587026769541,662202.355445876,0,3,-497337.727763858,994683.455527715,994724.259526917,1726822.00290976,198985,693,0.495,-0.0283,2.94584806122037,23,0.69
"239",0.932713064705661,0.932711649136951,1.51706717509864,658896.35584156,0,3,-174520.16404489,349048.32808978,349086.177564745,218796.01732589,95067,693,0.495,0.0218,1.51704323885466,24,0.69
"240",0.910734916599836,0.910733758719037,3.10065660826935,786553.259331412,0,3,-393268.179380897,786544.358761794,786584.142525343,1482364.82732253,154187,693,0.495,0.0311,3.10062644413721,25,0.69
"241",0.824404848152663,0.824403658274013,2.71677584670137,692847.836522578,0,3,-713787.062216454,1427582.12443291,1427624.50540238,2178449.31426806,295148,693,0.495,0.0078,2.71676203961915,26,0.69
"242",0.688501669655905,0.688494228846361,3.49356600291552,92530.4787855547,0,3,-223546.005469713,447100.010939425,447137.352349886,1021888.32107231,83727,693,0.495,0.014,3.49350341607753,27,0.69
"243",0.908520410663507,0.908519201327873,2.32127937936453,751255.801462369,0,3,-342078.339185883,684164.678371766,684204.386239859,815196.2611861,151289,693,0.495,0.0133,2.32125636468874,28,0.69
"244",0.949248273836002,0.949247452238415,1.59995147334313,1155368.86729565,0,3,-233367.890192427,466743.780384854,466782.677892571,316253.455723577,123544,693,0.495,0.0202,1.59993204800881,29,0.69
"245",0.844604425676184,0.844602277384921,2.06854437136744,393151.729673877,0,3,-310433.318111632,620874.636223264,620914.165120824,619020.685470607,144669,693,0.495,0.0073,2.06852292400622,30,0.69
"246",0.836731530418276,0.836729420883877,1.84880768007979,396642.752445673,0,3,-314768.920640989,629545.841281978,629585.640683897,529089.544101787,154791,693,0.495,0.0125,1.84878976449549,31,0.69
"247",0.907602090783814,0.907601108386463,2.46095462630497,923864.554616799,0,3,-436317.362714665,872642.725429331,872683.304558039,1139231.98632457,188107,693,0.495,0.0087,2.46093500243247,32,0.69
"248",0.905430761441523,0.905430229063488,2.85913073770991,1700728.99470998,0,3,-877332.07274621,1754672.14549242,1754715.26807083,2904208.46858167,355271,693,0.495,0.0168,2.85911866616749,33,0.69
"249",0.886320943323051,0.886319539695955,1.71033640624664,631450.437201047,0,3,-316775.134004591,633558.268009183,633598.248971171,473829.170587218,161979,693,0.495,0.0117,1.7103205679653,34,0.69
"250",0.914060889706445,0.914055544237122,1.05520461401498,170997.312790572,0,3,-47355.2529312174,94718.5058624347,94752.0194041762,35802.0892217578,32154,693,0.495,0.0177,1.05515539164229,35,0.69
"251",0.822021425265258,0.822016395845979,2.34690279605516,163442.612291557,0,3,-160808.595531285,321625.191062571,321661.860276558,389825.35475816,70775,693,0.495,0.0185,2.34685305755593,36,0.69
"252",0.866053261790526,0.866051543224711,2.1072990567817,503939.537308129,0,3,-337387.512723864,674783.025447729,674822.852943068,692226.6493961,155882,693,0.495,0.0138,2.1072787792451,37,0.69
"253",0.877346763241007,0.877345561924277,2.18619027785734,730320.940132674,0,3,-449465.109336932,898938.218673864,898979.126114192,975949.624653916,204198,693,0.495,0.0234,2.18617421869278,38,0.69
"254",0.92290543773734,0.922904073980069,2.10355140960421,676737.318035191,0,3,-244508.979203207,489025.958406413,489064.501279028,500291.269780844,113062,693,0.495,-0.0136,2.1035235022231,39,0.69
"255",0.877389043289126,0.877386876711576,2.04443710150944,404965.445746454,0,3,-241546.465649618,483100.931299235,483139.478485624,473077.775052613,113184,693,0.495,0.0179,2.0444100076208,40,0.69
"256",0.935537566280162,0.935536331225679,2.03300695818384,757486.879050301,0,3,-222189.992692446,444387.985384891,444426.208979867,431447.84787979,104388,693,0.495,0.0166,2.03297774558556,41,0.69
"257",0.864603345355715,0.864601098872699,2.08811537447459,384869.744848317,0,3,-259794.98395106,519597.96790212,519636.766982562,525585.980221117,120541,693,0.495,0.0167,2.08808939066328,42,0.69
"258",0.941295983267055,0.941293836828666,1.248736700737,438538.551995111,0,3,-89768.3621942612,179544.724388522,179580.363010726,85294.5217795363,54699,693,0.495,0.0098,1.24870245828274,43,0.69
"259",0.89847068251932,0.898467819917855,2.51696635815632,313865.095550533,0,3,-166134.791132247,332277.582264493,332314.260510633,449381.712237313,70935,693,0.495,0.0136,2.51691313577263,1,0.72
"260",0.956613978713654,0.956612334774458,1.05490699654342,581903.504186188,0,3,-77720.1387426517,155448.277485303,155483.773490435,58738.4410384971,52783,693,0.495,0.0111,1.0548770192203,2,0.72
"261",0.812193438440718,0.812188775451306,1.98755202999325,174178.700973196,0,3,-169634.624758631,339277.249517262,339314.436299101,318209.646170128,80552,693,0.495,0.004,1.9875150198039,3,0.72
"262",0.93965042849412,0.939649288790776,1.7992216088056,824469.308531429,0,3,-212478.9372536,424965.874507199,425004.155773717,342832.259098691,105904,693,0.495,0.0186,1.79919612558423,4,0.72
"263",0.919818852812946,0.919816012279877,1.26863821781679,323819.096865821,0,3,-93542.7771669392,187093.554333878,187129.31934299,90861.1004836056,56455,693,0.495,-0.0109,1.26860451165279,5,0.72
"264",0.965592571301856,0.965592003358494,1.53447025849445,1700156.4535408,0,3,-223810.790061905,447629.580123809,447668.399856974,285294.984709431,121165,693,0.495,0.0195,1.53445126239288,6,0.72
"265",0.958513471200373,0.958512501050271,1.27605072600543,988005.329800205,0,3,-142208.292812077,284424.585624154,284462.012067269,139262.452373323,85526,693,0.495,0.0188,1.27602834654497,7,0.72
"266",0.917518424046653,0.917517768212994,2.55113800151738,1399010.87951955,0,3,-592483.675807511,1184975.35161502,1185017.09296472,1637046.99911399,251532,693,0.495,0.0176,2.55112278805439,8,0.72
"267",0.893712118030049,0.893710868040258,3.10724716674055,714975.533426261,0,3,-434119.294952398,868246.589904796,868286.765648779,1641946.05145414,170062,693,0.495,0.017,3.10721976021184,9,0.72
"268",0.914904840414007,0.914903520433868,2.7205532254038,693120.156703697,0,3,-311996.872437703,624001.744875406,624040.813192174,954293.377890648,128934,693,0.495,-0.0183,2.72052157542299,10,0.72
"269",0.952637404454013,0.952636163799783,1.81321029001085,767850.849694733,0,3,-153778.315300224,307564.630600449,307601.603143247,251021.59201698,76351,693,0.495,0.0249,1.81317466853521,11,0.72
"270",0.902386876133711,0.902385511478235,2.21544358149363,661256.186666286,0,3,-316793.730859728,633595.461719456,633634.945852983,702160.790803234,143059,693,0.495,0.0174,2.21542035252441,12,0.72
"271",0.935217757169922,0.935217095924206,2.13743350944818,1414327.13143728,0,3,-426869.015140997,853746.030281994,853786.772598313,895175.796112702,195940,693,0.495,0.013,2.1374171467175,13,0.72
"272",0.893969302588588,0.89396727871576,2.21840116268354,441712.191903163,0,3,-232168.841220833,464345.682441666,464383.921028962,515654.203634456,104780,693,0.495,0.0172,2.21836940537976,14,0.72
"273",0.949185703099973,0.949184193644861,1.50387893062375,628826.717252892,0,3,-123011.311652585,246030.62330517,246067.092809304,152272.494947117,67328,693,0.495,0.0109,1.50384542683614,15,0.72
"274",0.913248852043597,0.913246053619469,1.84106629563649,326343.974463359,0,3,-125820.161433401,251648.322866801,251684.462619001,210150.556505577,62000,693,0.495,0.0119,1.84102175532636,16,0.72
"275",0.911861951804867,0.911860497429628,1.50390187510083,626978.463159681,0,3,-221443.872486992,442895.744973983,442934.56599441,274129.613895132,121204,693,0.495,-0.0059,1.50388326341362,17,0.72
"276",0.881414481252777,0.88141317094451,2.78334311463045,672677.18879213,0,3,-442124.622997979,884257.245995958,884297.671159892,1402237.78776627,181004,693,0.495,0.0167,2.78332004904751,18,0.72
"277",0.876195145124094,0.876193876846141,3.55710657456726,690854.195255407,0,3,-524770.608672754,1049549.21734551,1049589.94520296,2470284.55132537,195233,693,0.495,0.021,3.55707924517945,19,0.72
"278",0.739921880953259,0.739917891627344,5.27208485053865,185475.415320337,0,3,-401777.60733748,803563.21467496,803602.327815914,3624090.84531208,130387,693,0.495,-0.0244,5.27202420039091,20,0.72
"279",0.932686931210769,0.932684115353467,1.48512045468998,331226.632385542,0,3,-86752.0527061422,173512.105412284,173547.205623677,105448.911991713,47810,693,0.495,0.0171,1.48507386243208,21,0.72
"280",0.779843233142158,0.779838744818437,2.53053054890034,173749.32860254,0,3,-230286.990240408,460581.980480816,460619.955655267,628204.481829558,98102,693,0.495,-0.0128,2.53049185744891,22,0.72
"281",0.870603850378645,0.870602465596191,2.92822976452362,628693.588821675,0,3,-465968.203388586,931944.406777171,931984.959793508,1602433.80661067,186883,693,0.495,-0.0283,2.92820626162734,23,0.72
"282",0.933713942382181,0.933712481484132,1.49049197311883,639136.963144553,0,3,-164986.063938508,329980.127877016,330017.791332024,201600.479016333,90747,693,0.495,0.0217,1.49046733668426,24,0.72
"283",0.911861916670159,0.911860720937077,3.0708055146422,762596.544755574,0,3,-374584.963566615,749177.927133229,749217.5314055,1390157.40216746,147421,693,0.495,0.0311,3.07077426985366,25,0.72
"284",0.828306220166067,0.828305010829255,2.68247573261014,684925.995935849,0,3,-683090.961782664,1366189.92356533,1366232.14977911,2043190.62908505,283947,693,0.495,0.0078,2.68246156207228,26,0.72
"285",0.689219712204237,0.689211933070364,3.44981576660409,88598.51539397,0,3,-212324.152020123,424656.304040246,424693.458365018,950920.084227287,79901,693,0.495,0.0139,3.44975100423647,27,0.72
"286",0.908798605381584,0.908797342458007,2.3032573135627,719599.049585981,0,3,-325441.763911768,650891.527823535,650931.050079885,766195.014891443,144429,693,0.495,0.0132,2.30323339293631,28,0.72
"287",0.950427311817159,0.950426471488162,1.56411992779685,1131018.10763058,0,3,-220193.13717952,440394.274359041,440432.987677952,288644.451988308,117984,693,0.495,0.0202,1.56410004259928,29,0.72
"288",0.84531971411252,0.845317482089867,2.04895825144632,378723.626684196,0,3,-296094.070829174,592196.141658347,592235.499163248,581878.864611071,138601,693,0.495,0.0073,2.04893607709343,30,0.72
"289",0.834096169675857,0.834093939995446,1.83528919141003,374087.768653764,0,3,-301522.665624228,603053.331248455,603092.973139024,501248.174726469,148814,693,0.495,0.0124,1.83527069253113,31,0.72
"290",0.908622644635733,0.908621631768293,2.44543609751986,897079.527996875,0,3,-417376.199200629,834760.398401259,834800.810926952,1079017.79555672,180433,693,0.495,0.0087,2.44541576804352,32,0.72
"291",0.908129168473062,0.908128626004598,2.82232620483628,1674068.13488997,0,3,-832056.801499588,1664121.60299918,1664164.53468009,2698034.90479633,338714,693,0.495,0.0168,2.82231370620562,33,0.72
"292",0.888126788432763,0.88812536136932,1.68731666501061,622345.693638674,0,3,-304498.856091118,609005.712182236,609045.562858185,446381.319943593,156788,693,0.495,0.0117,1.68730052258467,34,0.72
"293",0.910302548092643,0.910296778654686,1.03301370489408,157780.108735011,0,3,-45133.2762700759,90274.5525401519,90307.9320066738,33180.9457770316,31094,693,0.495,0.0176,1.0329638750735,35,0.72
"294",0.819458766433549,0.81945338645758,2.33804062301831,152316.436199908,0,3,-152241.290598882,304490.581197764,304527.038087533,366885.181315984,67116,693,0.495,0.0185,2.33798837104608,36,0.72
"295",0.868589598348402,0.868587834320163,2.07918459886333,492389.849060156,0,3,-320467.527882097,640943.055764194,640982.702355763,644080.727731859,148989,693,0.495,0.0138,2.07916366624548,37,0.72
"296",0.87978220164893,0.879780967417969,2.15016112793043,712818.126455469,0,3,-425555.120630261,851118.241260522,851158.960360004,900625.711414337,194806,693,0.495,0.0234,2.15014457194939,38,0.72
"297",0.92383315033645,0.923831734477323,2.07651123779889,652489.455169204,0,3,-231285.545871747,462579.091743494,462617.436224146,463921.51677758,107591,693,0.495,-0.0136,2.07648228833545,39,0.72
"298",0.877340588701603,0.877338326885627,2.02481499418154,387892.117628353,0,3,-230421.251225011,460850.502450022,460888.879144421,444676.624877203,108461,693,0.495,0.0179,2.02478699186286,40,0.72
"299",0.935109172810913,0.935107864633605,2.00488755202406,714818.371369335,0,3,-209782.789423219,419573.578846437,419611.598863134,398773.906941866,99208,693,0.495,0.0166,2.00485723931617,41,0.72
"300",0.86325841503316,0.863256061031801,2.07707341690031,366719.590701116,0,3,-249775.848900518,499559.697801037,499598.349419432,501219.07523479,116178,693,0.495,0.0167,2.07704659986277,42,0.72
"301",0.942563627623875,0.942561410559726,1.2269465459262,425140.439913789,0,3,-84120.0729269509,168248.145853902,168283.567670945,77999.1775875657,51813,693,0.495,0.0098,1.22691102704288,43,0.72
"302",0.904449011507853,0.904445935568228,2.41001802259248,294039.910385531,0,3,-142811.124049077,285630.248098154,285666.396099507,360851.033810935,62128,693,0.495,0.0135,2.40995983793952,1,0.75
"303",0.955053191213376,0.955051272459532,0.998845301432881,497746.594433,0,3,-66425.8946969563,132859.789393913,132894.808475192,46741.8672107143,46850,693,0.495,0.011,0.998813322862961,2,0.75
"304",0.812489691389777,0.812484500433764,1.94602414119627,156520.241978991,0,3,-150615.850661263,301239.701322526,301276.452762222,273592.534424285,72245,693,0.495,0.004,1.94598373777314,3,0.75
"305",0.941285326555065,0.941284093105348,1.75298927252625,763132.30553341,0,3,-188533.210872338,377074.421744676,377112.276979666,292559.168174727,95204,693,0.495,0.0186,1.75296165371016,4,0.75
"306",0.916999954048436,0.916996680401439,1.22564821799286,280115.710399867,0,3,-82272.4520639298,164552.90412786,164588.239720374,76174.244909876,50708,693,0.495,-0.0108,1.2256119635408,5,0.75
"307",0.968839868377226,0.968839308481953,1.452679324156,1730394.79638541,0,3,-199504.777487274,399017.554974548,399056.03527207,234888.626396347,111307,693,0.495,0.0194,1.45265974789449,6,0.75
"308",0.95975135893601,0.959750314140925,1.22712486186998,918602.48254123,0,3,-125096.216067814,250200.432135627,250237.440923075,116018.59627932,77046,693,0.495,0.0188,1.22710097181027,7,0.75
"309",0.920501112257672,0.920500422381741,2.49234733247415,1334299.5032395,0,3,-537506.215604465,1075020.43120893,1075061.82281699,1431651.08105069,230473,693,0.495,0.0176,2.49233111155239,8,0.75
"310",0.897422068331898,0.897420731010094,3.02704938796082,671059.176276369,0,3,-387595.515007706,775199.030015412,775238.793518906,1405681.79898739,153408,693,0.495,0.0171,3.0270197903682,9,0.75
"311",0.916310010731426,0.916308582562427,2.68499483842684,641597.745956682,0,3,-282058.865321672,564125.730643344,564164.417260227,844910.712297508,117199,693,0.495,-0.0184,2.68496047452494,10,0.75
"312",0.953684867361331,0.95368353147634,1.76812027776849,713897.43411448,0,3,-137911.70867356,275831.41734712,275868.004629054,216774.127616935,69340,693,0.495,0.0249,1.76808203008519,11,0.75
"313",0.905068363187178,0.90506690065291,2.16166262056483,618835.66278278,0,3,-284282.627656342,568573.255312684,568612.350960114,606611.640147239,129818,693,0.495,0.0174,2.1616376437686,12,0.75
"314",0.937627354463186,0.93762664840306,2.09486976217515,1327970.97434381,0,3,-381352.056439001,762712.112878002,762752.441282505,775347.749383016,176678,693,0.495,0.013,2.09485197691254,13,0.75
"315",0.90052218771843,0.900520044608346,2.10197233257099,420194.088407433,0,3,-200697.047815805,401402.09563161,401439.850076881,410171.737412799,92835,693,0.495,0.0169,2.10193837035756,14,0.75
"316",0.949744516936906,0.949742809454257,1.45224390511893,556224.988617678,0,3,-105492.806010815,210993.61202163,211029.544233343,124147.012568757,58865,693,0.495,0.0109,1.4522069004031,15,0.75
"317",0.917328024741543,0.9173250030498,1.77982868746139,303580.941600267,0,3,-109193.824031494,218395.648062988,218431.288147394,173338.309585044,54719,693,0.495,0.012,1.77977989941229,16,0.75
"318",0.911674767783368,0.911673160028445,1.48686267169285,567048.344632416,0,3,-199491.933158373,398991.866316747,399030.294784096,242905.110655933,109874,693,0.495,-0.0059,1.48684237345727,17,0.75
"319",0.883386322247604,0.8833849090825,2.75158409273672,625111.8995963,0,3,-401234.633435209,802477.266870418,802517.322691482,1249545.75558705,165039,693,0.495,0.0168,2.75155908458792,18,0.75
"320",0.877681612134178,0.877680241128463,3.52326405134119,640173.562108129,0,3,-477916.38099069,955840.761981381,955881.129989721,2214995.58228912,178436,693,0.495,0.021,3.52323443383442,19,0.75
"321",0.755576851815157,0.755572692022987,5.08635526235381,181638.125427491,0,3,-357905.66571561,715819.331431219,715858.028886463,3040283.46511527,117517,693,0.495,-0.0247,5.08629034079506,20,0.75
"322",0.934924266619,0.934921218218326,1.40530143242653,306693.367015917,0,3,-75112.4097520656,150232.819504131,150267.46713357,84317.1649917686,42695,693,0.495,0.0174,1.40525206268611,21,0.75
"323",0.780730502913736,0.780725610252698,2.50794462449382,159571.753862402,0,3,-209601.170073621,419210.340147242,419247.954151833,563766.120221324,89632,693,0.495,-0.0128,2.5079026548568,22,0.75
"324",0.8731581767476,0.873156607961793,2.89691920394189,556582.149589418,0,3,-401457.540591898,802923.081183796,802963.055423342,1357067.92433897,161707,693,0.495,-0.0282,2.89689233238812,23,0.75
"325",0.935700481242415,0.935698916110819,1.43523212533711,597841.410999778,0,3,-146279.325104724,292566.650209449,292603.916294292,169250.964852017,82165,693,0.495,0.0216,1.43520592453097,24,0.75
"326",0.914836715006032,0.914835439371348,3.00191270528194,717161.994786854,0,3,-336242.095859164,672492.191718328,672531.399924306,1203239.82937025,133523,693,0.495,0.0311,3.00187898230402,25,0.75
"327",0.835109046392932,0.835107781256275,2.61912878964112,660093.944671286,0,3,-620861.927221476,1241731.85444295,1241773.73851572,1788146.4903766,260669,693,0.495,0.0079,2.61911371819314,26,0.75
"328",0.690848880350783,0.690840305919508,3.36755404109318,80570.810836171,0,3,-189881.058253098,379770.116506196,379806.860464645,817757.702041344,72110,693,0.495,0.0138,3.36748399292436,27,0.75
"329",0.909648128291754,0.909646744097868,2.26371358600407,657168.144981517,0,3,-291903.378862849,583814.757725698,583853.875802634,668980.066691028,130548,693,0.495,0.0132,2.2636875763229,28,0.75
"330",0.952535461348471,0.952534574798817,1.4949352887138,1074429.90590961,0,3,-194993.477270012,389994.954540024,390033.279866014,239299.054393118,107077,693,0.495,0.02,1.49491434718747,29,0.75
"331",0.847012315442277,0.847009888260659,2.0062648802532,348969.483452104,0,3,-266652.859354694,533313.718709388,533352.696921091,507412.001110632,126062,693,0.495,-0.0073,2.00624100832027,30,0.75
"332",0.828624497460073,0.828621990412528,1.80735493189222,330518.062649766,0,3,-274911.457162117,549830.914324235,549870.217026992,446583.901850208,136715,693,0.495,0.0123,1.80733510240912,31,0.75
"333",0.910382576923445,0.910381484620816,2.41832373295709,833452.701140387,0,3,-377740.443606543,755488.887213086,755528.919943186,959640.004872187,164089,693,0.495,0.0088,2.41830162644258,32,0.75
"334",0.91300219672553,0.913001620457106,2.75988651077476,1584334.9365881,0,3,-734954.268077543,1469916.53615509,1469959.00806299,2299830.90953076,301935,693,0.495,0.0168,2.75987279988031,33,0.75
"335",0.890757902556864,0.890756405187252,1.64767836281818,594881.781474089,0,3,-279908.087501387,559824.175002775,559863.738120932,396128.315874799,145912,693,0.495,0.0117,1.64766142466756,34,0.75
"336",0.900530323536923,0.900523451473884,0.986262004924314,131042.209359892,0,3,-40679.1085274016,81366.2170548032,81399.3106330641,28159.0611785023,28949,693,0.495,0.0173,0.98621090547236,35,0.75
"337",0.815515725071461,0.815509571698494,2.31224485996874,132531.496046686,0,3,-135348.942655816,270705.885311633,270741.891376983,320585.411448,59962,693,0.495,0.0184,2.31218701938389,36,0.75
"338",0.875332695435281,0.875330842445424,2.01235428759832,472389.361603769,0,3,-285031.511654138,570071.023308276,570110.262399904,544902.010297836,134558,693,0.495,0.0139,2.01233185503424,37,0.75
"339",0.883894550600229,0.883893209054122,2.082865946536,658862.595784403,0,3,-372617.222283411,745242.444566822,745282.690950245,750930.311775114,173092,693,0.495,0.0234,2.0828478968381,38,0.75
"340",0.926626443024792,0.92662492629011,2.01383604034728,610935.092364592,0,3,-205020.401578108,410048.803156217,410086.722905373,392381.180119802,96752,693,0.495,-0.0137,2.01380481945455,39,0.75
"341",0.877477033413805,0.877474553693777,1.98557240801614,353861.332523933,0,3,-208005.673756249,416019.347512497,416057.351855098,389597.63135828,98820,693,0.495,0.0178,1.98554226947333,40,0.75
"342",0.934119559184368,0.934118075557731,1.94847437031278,629619.026710275,0,3,-185261.105795214,370530.211590428,370567.788743687,337171.816136518,88810,693,0.495,0.0165,1.94844146143415,41,0.75
"343",0.86116044260176,0.861157858290141,2.05682916427865,333226.239591306,0,3,-229954.824501733,459917.649003465,459955.9881643,454563.729282453,107448,693,0.495,0.0167,2.05680045104861,42,0.75
"344",0.946099790883278,0.946097450905891,1.17246804318913,404320.057198811,0,3,-72702.3964642861,145412.792928572,145447.744771249,63330.1933763374,46069,693,0.495,0.0099,1.17242986966301,43,0.75
"345",0.90868168240274,0.908678409872589,2.33210158202076,277669.46078043,0,3,-126452.214991952,252912.429983904,252948.14896062,303528.284898696,55809,693,0.495,0.0135,2.33203890375476,1,0.78
"346",0.953877810220922,0.95387564160188,0.959637801861773,439854.945416777,0,3,-58606.1468300681,117220.293660136,117254.926366461,39171.6027769765,42536,693,0.495,0.0109,0.959603962747487,2,0.78
"347",0.812196158951338,0.812190463783911,1.91458213149146,142611.463045846,0,3,-136422.323238554,272852.646477109,272889.03338899,241755.282735506,65952,693,0.495,0.004,1.91453858807769,3,0.78
"348",0.941903799071773,0.941902463925933,1.72532483025466,705468.849153209,0,3,-170954.253218305,341916.506436611,341954.002423312,259054.277370733,87026,693,0.495,0.0186,1.72529509293091,4,0.78
"349",0.914991135508312,0.914987471412086,1.1944733300286,249718.096651393,0,3,-74089.1631822121,148186.326364424,148221.30692819,66203.3940438785,46401,693,0.495,-0.0107,1.19443471829353,5,0.78
"350",0.971152814732986,0.971152258057823,1.39187781044025,1744559.26878301,0,3,-181333.245501849,362674.491003698,362712.685872615,200786.180018107,103641,693,0.495,0.0194,1.39185766617889,6,0.78
"351",0.960575838048976,0.960574721802194,1.1959782563035,860540.746009472,0,3,-112874.368468781,225756.736937561,225793.398344902,101036.621129898,70637,693,0.495,0.0188,1.19595286011959,7,0.78
"352",0.922138555211728,0.922137825399804,2.45373361387164,1263529.03298158,0,3,-494296.844626464,988601.689252928,988642.772516261,1284684.02442498,213374,693,0.495,0.0176,2.45371636452725,8,0.78
"353",0.900215489743435,0.900214067349219,2.96496492733259,632887.479047094,0,3,-351582.810671676,703173.621343352,703213.027724493,1233423.64303492,140305,693,0.495,0.0172,2.96493322941683,9,0.78
"354",0.917497230692087,0.917495705292366,2.64879991642996,601479.873166544,0,3,-258866.165452544,517740.330905088,517778.696927348,758950.003957703,108172,693,0.495,-0.0184,2.64876318680276,10,0.78
