"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","threshold"
0.809112492589589,0.809107652458564,4.39035159480747,167167.477180091,0,3,-228620.178144262,457248.356288524,457285.459020481,1520368.93493975,78877,78880,0.719,-0.0255,4.39026810609031,20,0.87
0.933667989458006,0.933663315391801,1.14659872576861,199754.977485639,0,3,-44159.6919423279,88327.3838846558,88360.3984900352,37314.8076104864,28383,28386,0.908,0.0188,1.14653813450766,21,0.87
0.773891401520254,0.773884169979061,2.44646884583583,107016.10913528,0,3,-144683.116998904,289374.233997809,289410.408052451,374279.110486495,62534,62537,0.51,-0.0126,2.44641016461863,22,0.87
0.875917140538437,0.87591392007465,2.89361927310153,271984.781885446,0,3,-191223.737508181,382455.475016361,382492.484478648,645217.51123754,77059,77062,0.338,-0.0278,2.89356294869841,23,0.87
0.940495632177537,0.940493544671211,1.29173720319234,450535.464475606,0,3,-95491.085347342,190990.170694684,191025.974833048,95126.0309703584,57010,57013,0.697,0.0213,1.29170321741201,24,0.87
0.926840044121722,0.926838378916567,2.74106329757542,556592.10601788,0,3,-213288.838561599,426585.677123197,426623.211669154,660197.405047548,87869,87872,0.644,0.031,2.74101650644696,25,0.87
0.856710658149368,0.856709107147129,2.41683843817459,552359.394850416,0,3,-425234.858380156,850477.716760312,850518.224293606,1079261.53185573,184770,184773,0.751,0.008,2.41681881803327,26,0.87
0.696301633083581,0.696289203240053,3.03021400027594,56018.5356736317,0,3,-123518.405143021,247044.810286041,247079.997880152,448697.233103028,48866,48869,0.774,0.013,3.03012098853516,27,0.87
0.912403699050638,0.912401741722616,2.16699463924697,466147.569030543,0,3,-196227.270976773,392462.541953546,392500.150331377,420308.161298597,89506,89509,0.658,0.0131,2.16695832424853,28,0.87
0.9594354095637,0.959434320025669,1.303237222312,880589.187497402,0,3,-125381.912888279,250771.825776557,250808.698114538,126468.290456862,74462,74465,0.571,0.0198,1.30321097003881,29,0.87
0.852413792786077,0.852410394687735,1.85589932602966,250850.242357827,0,3,-176973.327378375,353954.65475675,353992.143290719,299191.087553153,86864,86867,0.637,-0.0073,1.85586727849694,30,0.87
0.820307220319097,0.820301303338634,4.19113440735525,138636.121151384,0,3,-173226.363578711,346460.727157421,346496.78465423,1066899.87565496,60738,60741,0.743,-0.0257,4.19103090594371,31,0.87
0.930157493834512,0.930151253439036,1.06961290308618,149054.254243528,0,3,-33270.8505323222,66549.7010646445,66581.7660074934,25608.9023306461,22384,22387,0.917,0.0195,1.06954123322828,32,0.87
0.766338533031688,0.766329142437215,2.4158838962853,81607.0308706352,0,3,-114514.854880868,229037.709761737,229072.970271681,290453.173691454,49765,49768,0.502,-0.0124,2.41581108081237,33,0.87
0.876072475922944,0.876067225980173,2.90075295582283,166872.766840242,0,3,-117273.773644363,234555.547288726,234590.597071677,397250.71399056,47211,47214,0.354,-0.0274,2.9006607967481,34,0.87
0.942203088016613,0.942200555119535,1.23227981982521,371986.329824802,0,3,-74291.4972854328,148590.994570866,148625.908730081,69300.4030798006,45637,45640,0.694,0.0212,1.23223931916558,35,0.87
0.932750239098308,0.932748188237984,2.59818432051891,454809.24660809,0,3,-155680.98527356,311369.970547119,311406.33495628,442715.341566665,65582,65585,0.65,0.0309,2.59812489654927,36,0.87
0.861725907895328,0.861724001310765,2.35869229395378,451973.610210694,0,3,-330288.559830921,660585.119661843,660624.659052154,806969.8619833,145049,145052,0.761,0.0081,2.35866790230986,37,0.87
0.697590667645501,0.697575015798684,2.85099076061172,44569.2240535056,0,3,-95320.4541231121,190648.908246224,190683.156936942,314087.907269122,38642,38645,0.785,0.0126,2.85088009767629,38,0.87
0.914388897104018,0.914386494153969,2.1353421213606,380527.634028442,0,3,-155167.456042887,310342.912085773,310379.608335263,324900.424166922,71255,71258,0.677,0.0131,2.13529717136348,39,0.87
0.961005312456314,0.961004006867043,1.24588648209569,736070.166933198,0,3,-97896.2886847622,195800.577369524,195836.568263976,92722.6457976647,59735,59738,0.611,0.0197,1.24585519793508,40,0.87
0.856478139817424,0.85647398824715,1.78801811002942,206302.214135829,0,3,-138289.704000609,276587.408001218,276623.98378748,221044.382799141,69141,69144,0.643,-0.0073,1.78797932060073,41,0.87
0.820816585471654,0.82080943600873,4.14225812943061,114808.146320534,0,3,-142371.023657435,284750.047314869,284785.336654922,860059.908343054,50125,50128,0.753,-0.0258,4.14213417714527,42,0.87
0.926968692524345,0.926960925715084,1.03548750891378,119350.000939144,0,3,-27343.2285742671,54694.4571485341,54725.8255115648,20164.4397712761,18806,18809,0.92,0.0199,1.03540492646906,43,0.87
0.762125902608656,0.762114633227502,2.39191781754815,67628.0172102878,0,3,-96723.6648778224,193455.329755645,193489.932258187,241529.170030696,42216,42219,0.502,-0.0123,2.39183283352519,20,0.9
0.884296588883096,0.884289699724946,2.83196884626532,128360.616743491,0,3,-82634.2803590597,165276.560718119,165310.249010083,269393.397077439,33590,33593,0.397,-0.0274,2.83184238991686,21,0.9
0.942875664440614,0.942872720949319,1.20879455489107,320325.616755332,0,3,-62438.0573305695,124884.114661139,124918.381115435,56714.4064861141,38814,38817,0.693,0.0212,1.20874784270654,22,0.9
0.936864887074648,0.936862508477167,2.51223767899543,393872.815702795,0,3,-124232.726883517,248473.453767034,248508.972667152,335043.697336906,53086,53089,0.648,0.0308,2.51216669612221,23,0.9
0.862544682982733,0.862542399216583,2.34515994520023,377685.203496662,0,3,-273414.37646449,546836.752928981,546875.546530493,662040.935691966,120376,120379,0.764,0.0081,2.34513072281231,24,0.9
0.695099772527252,0.695081126476159,2.77006092041216,37278.6585781787,0,3,-79731.8811532903,159471.762306581,159505.343684186,250945.559291398,32704,32707,0.792,0.0124,2.76993387767927,25,0.9
0.915390458726196,0.915387652811847,2.12058506523115,326236.066014174,0,3,-130911.399545046,261830.799090092,261866.828169241,271197.9004867,60308,60311,0.689,0.0131,2.12053232332412,26,0.9
0.96203906274779,0.96203757259343,1.21829895087448,645596.918251585,0,3,-82357.0129768748,164722.02595375,164757.380510918,75621.172149776,50949,50952,0.634,0.0196,1.21826308426813,27,0.9
0.859603659051859,0.859598839983057,1.74814504783198,178375.469274072,0,3,-115227.062889339,230462.125778678,230498.017149319,178064.599244955,58267,58270,0.648,-0.0073,1.74810004609312,28,0.9
0.816756437541952,0.816741526962803,4.10389495877042,54776.9760886952,0,3,-69587.070286876,139182.140573752,139214.579652739,413958.383251997,24579,24582,0.777,0.026,4.10364453039741,29,0.9
0.916673489492388,0.916656750538891,0.970954677336272,54762.8912202707,0,3,-13836.1622406649,27680.3244813297,27709.1494091055,9386.04872305243,9956,9959,0.931,0.0209,0.97080842352418,30,0.9
0.737712982772809,0.73769026115309,2.35737241087793,32467.4469467225,0,3,-52562.5650309397,105133.130061879,105165.318681489,128299.184529544,23087,23090,0.487,-0.0119,2.3572192634773,31,0.9
0.925428492735439,0.925415030959599,2.40303930139825,68744.904368377,0,3,-25439.1462648218,50886.2925296436,50915.5448394413,63976.7699575515,11079,11082,0.646,0.0282,2.40271401688895,32,0.9
0.944569538148598,0.94456415184388,1.162873709059,175365.039229623,0,3,-32313.5082882801,64635.0165765603,64666.7458482971,27832.5294676069,20582,20585,0.689,-0.0211,1.16278896899968,33,0.9
0.946065352838616,0.946060795045303,2.367277273673,207570.920401445,0,3,-53982.1717939199,107972.34358784,108004.63144265,132629.908007848,23667,23670,0.646,0.0305,2.36712725134808,34,0.9
0.858020411347134,0.858015353472863,2.37754148445396,169640.518017089,0,3,-128290.133603656,256588.267207312,256624.009978948,317354.080475237,56142,56145,0.754,0.0081,2.37747796392911,35,0.9
0.707742644494515,0.707709940711658,2.48834561027896,21641.0024363152,0,3,-41659.5298222912,83327.0596445823,83358.2245018225,110667.183059226,17873,17876,0.809,-0.0118,2.48813680097996,36,0.9
0.91780474530929,0.917799707446234,2.10220436371788,182181.360450071,0,3,-70550.761177185,141109.52235437,141143.094794245,144204.977049597,32631,32634,0.716,0.0132,2.10210773507847,37,0.9
0.963697482490855,0.963694947487363,1.16726293732333,380156.274135363,0,3,-45072.7032368874,90153.4064737748,90186.4572708793,39023.441688031,28641,28644,0.673,0.0196,1.16720180967869,38,0.9
0.868812703435582,0.86880427616658,1.65850149259581,103095.40411743,0,3,-59932.6481803306,119873.296360661,119906.680969068,85638.0272741449,31134,31137,0.658,-0.0073,1.65842159369211,39,0.9
0.791347278974983,0.791308969469608,4.27218417013319,20656.6822314312,0,3,-31281.6103581077,62571.2207162154,62600.4053203289,198814.216757464,10893,10896,0.784,0.0262,4.27159599856433,40,0.9
0.916132878925544,0.91609736458251,0.859453867124009,25796.1375788969,0,3,-5988.61191074429,11985.2238214886,12011.0671593196,3488.69566550118,4723,4726,0.943,0.021,0.859181039054982,41,0.9
0.724041627859239,0.723993290431994,2.34251802894297,14978.9028735825,0,3,-25926.0538654756,51860.1077309512,51889.4805671315,62655.0271944072,11418,11421,0.481,-0.0117,2.34221034942119,42,0.9
0.945778022598831,0.945749964654509,2.06601615112691,33708.0297745252,0,3,-8293.66028859013,16595.3205771803,16620.3625486066,16497.4538774121,3865,3868,0.777,0.0291,2.06521480020745,43,0.9
0.946306054490221,0.946294890347273,1.1584473797955,84762.9826018618,0,3,-15066.7362783937,30141.4725567873,30170.1597864764,12908.7011911519,9619,9622,0.679,-0.0212,1.1582667721738,20,0.93
0.949157670258275,0.949147497723313,2.31457054308696,93305.9137936728,0,3,-22577.8685421202,45163.7370842404,45192.5780457083,53550.939042063,9996,9999,0.646,0.0301,2.31422329673543,21,0.93
0.847700730107055,0.847687541168333,2.46895847960825,64273.6119995325,0,3,-53649.0312404843,107306.062480969,107338.252486219,140781.484220211,23095,23098,0.733,0.0081,2.46879813854066,22,0.93
0.753191345836642,0.753135494138484,2.12161932805985,13485.5585535877,0,3,-19193.3554360789,38394.7108721579,38423.0594932435,39782.2116499162,8838,8841,0.832,0.0113,2.12125933495841,23,0.93
0.91966853594264,0.919658404593913,2.06955922760416,90774.5415455438,0,3,-34040.5546950505,68089.109390101,68119.7958642806,67921.0096386726,15858,15861,0.725,0.0133,2.06936349684025,24,0.93
0.963527998173597,0.963522894339029,1.16358004166314,188785.115435152,0,3,-22447.9400494837,44903.8800989675,44934.1507593865,19350.2033928955,14292,14295,0.687,0.0197,1.16345793871495,25,0.93
0.87648192557838,0.876465381501977,1.61326351865089,52978.595132817,0,3,-28333.1473609064,56674.2947218128,56704.7405727354,38862.3096048661,14932,14935,0.67,-0.0074,1.61310148203813,26,0.93
0.808842923722619,0.80883909545121,1.73142194910023,211281.49947029,0,3,-196528.861496341,393065.722992682,393103.769451107,299380.488439183,99866,99869,0.633,0.0119,1.73139594350863,27,0.93
0.914884944639391,0.914883397950639,2.348902010428,591511.9920051,0,3,-250161.482199687,500330.964399374,500369.399668549,607244.029785126,110061,110064,0.875,0.0089,2.34886999835298,28,0.93
0.919635688502854,0.919634752880907,2.67193319142302,982913.763046041,0,3,-412595.951244088,825199.902488176,825240.118623779,1226433.52434198,171788,171791,0.607,-0.0166,2.67190986122945,29,0.93
0.895170299204864,0.895168387422819,1.55364026023487,468238.678820379,0,3,-203934.171235772,407876.342471545,407914.763396088,264713.991651106,109667,109670,0.865,0.0116,1.55361901033674,30,0.93
0.876330709883405,0.876319469264416,0.858186357005836,77961.0723167194,0,3,-27859.4615769967,55726.9231539934,55758.9196174476,16205.5900490143,22004,22007,0.777,0.0167,0.858127860917815,31,0.93
0.807375976056125,0.807366340036918,2.23422351644098,83787.2941854049,0,3,-88874.0030337066,177756.006067413,177790.390905984,199570.353762288,39980,39983,0.552,0.0182,2.2341396958637,32,0.93
0.890448318424792,0.890445875119934,1.86926369450648,364444.213938995,0,3,-183343.659028898,366695.318057797,366732.933980821,313337.610667133,89675,89678,0.839,0.014,1.86923242798636,33,0.93
0.893379802091352,0.89337751270411,1.85018687695493,390226.601236899,0,3,-189478.438756388,378964.877512776,379002.64520651,318846.323989621,93143,93146,0.364,0.0229,1.85015708176607,34,0.93
0.935847734617436,0.935845775470531,1.81682492952146,477681.246130658,0,3,-132034.285074196,264076.570148393,264112.928942575,216172.851478513,65490,65493,0.343,0.0137,1.81678331792017,35,0.93
0.875583581688572,0.875579939841594,1.81784439863416,240422.946643202,0,3,-137790.073703115,275588.14740623,275624.675764442,225787.247511894,68326,68329,0.934,0.017,1.81780449176404,36,0.93
0.927649850626021,0.927647333530004,1.83642937069304,368539.715704567,0,3,-116517.027799709,233042.055599418,233077.893064612,193873.345781946,57487,57490,0.743,0.0162,1.83638145488171,37,0.93
0.85579954624693,0.855795844813238,1.99536041543814,231207.585378198,0,3,-164389.140824339,328786.281648677,328823.335349096,310219.685717053,77916,77919,0.757,0.0165,1.99532200286312,38,0.93
0.957614097311239,0.957611223788125,1.01496068957957,333254.356905197,0,3,-42300.9933337656,84609.9866675312,84643.1557920367,30390.3135862605,29501,29504,0.899,0.0101,1.0149090870939,39,0.93
0.799436701728029,0.799431779083691,1.72231781625395,162399.849918389,0,3,-159929.584251974,319867.168503947,319904.401397231,241718.331503897,81486,81489,0.63,0.0117,1.72228611258226,40,0.93
0.916592069466712,0.916590090607401,2.33235887687038,463192.13514797,0,3,-191011.546517116,382031.093034231,382068.461677705,458577.955644574,84299,84302,0.88,0.009,2.33231737643812,41,0.93
0.917107967782768,0.917106559742541,2.67219965255099,651336.481603741,0,3,-282800.808561005,565609.617122011,565648.322194231,840747.387400427,117741,117744,0.64,0.0164,2.67216560983959,42,0.93
0.895407753084817,0.89540543838011,1.51763850639846,386834.549636368,0,3,-165935.499358974,331878.998717948,331916.645609785,208147.197557933,90372,90375,0.866,0.0115,1.51761331716857,43,0.93
0.866756559142869,0.866741963520034,0.820758734532593,59384.6914903636,0,3,-22302.7126752167,44613.4253504335,44644.6754421021,12299.4085898882,18258,18261,0.787,0.0166,0.820691312777476,20,0.96
0.807577584267799,0.807565429097985,2.18302554538234,66439.0211457675,0,3,-69648.2274291832,139304.454858366,139337.906601038,150883.678437062,31661,31664,0.558,0.0181,2.18292212775086,21,0.96
0.893924358365266,0.893921251287303,1.84472414930586,287705.802428038,0,3,-138699.592404697,277407.184809394,277443.710473845,232357.33073056,68280,68283,0.845,0.014,1.84468362506677,22,0.96
0.89628387374649,0.896280521576928,1.71017100629119,267374.265270324,0,3,-121012.680679752,242033.361359504,242069.493362641,180979.499802569,61880,61883,0.421,0.0224,1.71012955245734,23,0.96
0.940348399811565,0.94034608988281,1.72946328044469,407089.784683462,0,3,-101583.086183423,203174.172366846,203209.581426188,154481.401177219,51648,51651,0.368,0.0138,1.72941305426144,24,0.96
0.878322519974148,0.878318019401577,1.71282408975613,195157.950715085,0,3,-105827.712133676,211663.424267352,211699.016776356,158634.614750339,54072,54075,0.935,0.0166,1.71277657663972,25,0.96
0.924168747289128,0.924165296571159,1.79316581467293,267819.264221919,0,3,-88034.8984815006,176077.796963001,176112.560558647,141321.963373805,43951,43954,0.741,0.016,1.79310461899974,26,0.96
0.852906145561533,0.852901454619975,1.97726020130621,181819.819111212,0,3,-131745.008846658,263498.017693316,263534.203244605,245184.014370727,62714,62717,0.758,0.0165,1.97721291068691,27,0.96
0.963859760862825,0.963856563460441,0.927040924173243,301450.879604888,0,3,-30366.4783542253,60740.9567084507,60773.061121795,19427.7066063293,22606,22609,0.913,0.0102,0.926979417361005,28,0.96
0.793599018471483,0.793593085618711,1.73167820515797,133763.477521541,0,3,-136937.930883773,273883.861767545,273920.462812314,208647.20177532,69579,69582,0.628,0.0117,1.73164087445022,29,0.96
0.917194513777451,0.917192125008358,2.32710926100596,383961.144040483,0,3,-156936.014201316,313880.028402633,313916.615049989,375446.867315183,69329,69332,0.883,0.009,2.32705891337928,30,0.96
0.914536631034466,0.91453471978639,2.6788079529878,478502.316118959,0,3,-215028.003739452,430064.007478904,430101.612548438,641765.109565335,89432,89435,0.657,0.0162,2.67876302375845,31,0.96
0.894684343049327,0.894681627608502,1.50949341332046,329480.331467496,0,3,-142008.710158785,284025.42031757,284062.45611327,176744.146061295,77568,77571,0.866,0.0115,1.50946422377782,32,0.96
0.863538263168782,0.86352097749688,0.797085189096596,49956.8815177677,0,3,-18824.8507680644,37657.7015361288,37688.3705711755,10031.4590263136,15789,15792,0.797,0.0165,0.797009474521351,33,0.96
0.806985481948291,0.806971050416791,2.14296759557481,55918.2150506729,0,3,-58348.0931141825,116704.186228365,116736.963686429,122839.703284423,26749,26752,0.555,0.018,2.14284743478248,34,0.96
0.896260631749127,0.896256902598804,1.83164437726353,240339.099848945,0,3,-112622.354151091,225252.708302182,225288.414932766,186657.746618333,55637,55640,0.848,0.014,1.83159499725631,35,0.96
0.898945904463237,0.898941587849088,1.6331611001984,208252.55012827,0,3,-89406.8674728247,178821.734945649,178856.751550333,124881.681905382,46821,46824,0.463,0.022,1.6331087812831,36,0.96
0.942636338794104,0.942633705077651,1.68406433201136,357911.094680873,0,3,-84519.1357457544,169046.271491509,169080.99943711,123542.161767485,43561,43564,0.387,0.0138,1.68400634514172,37,0.96
0.88177348762668,0.881768279869109,1.63586334120537,169319.227254972,0,3,-86776.2370125003,173560.474025001,173595.367711229,121503.322943406,45404,45407,0.936,0.0163,1.63580930029663,38,0.96
0.922654419025906,0.922650177541933,1.76817804170731,217531.039863572,0,3,-72541.2079508164,145090.415901633,145124.433321461,114024.888777892,36471,36474,0.74,0.0159,1.76810532356281,39,0.96
0.85074886709079,0.8507432543524,1.97912136578526,151574.651785097,0,3,-111773.746794057,223555.493588113,223591.019790044,208313.629779541,53183,53186,0.757,0.0164,1.97906554801531,40,0.96
0.967839845211947,0.967836402861956,0.867218830567695,281156.723699958,0,3,-23853.257183602,47714.514367204,47745.8569147465,14052.3999242041,18685,18688,0.923,0.0102,0.867149220098099,41,0.96
0.788146279880275,0.788134634767172,1.76872907870801,67680.4315195356,0,3,-72381.5017966829,144771.003593366,144805.011570682,113826.926922462,36385,36388,0.627,0.0117,1.76865616598119,42,0.96
0.919796623423607,0.919791884951636,2.32622250505196,194112.496413903,0,3,-76618.6024694533,153245.204938907,153278.924306818,183183.704813183,33852,33855,0.889,0.0092,2.32611943575463,43,0.96
0.912300678789173,0.912295269758352,2.68590946530226,168662.503327586,0,3,-78056.1454252486,156120.290850497,156153.838207294,233931.933808635,32427,32430,0.701,0.0157,2.68578522979881,20,0.99
0.8922847838386,0.892279563560604,1.50694953020267,170926.679496591,0,3,-75484.2304250171,150976.460850034,151010.972511447,93715.3727153032,41268,41271,0.866,0.0114,1.50689475892564,21,0.99
0.849585213137277,0.849551480285323,0.738935646979339,25185.6918085889,0,3,-9957.85142604862,19923.7028520972,19952.0875054049,4869.45889038007,8918,8921,0.793,0.0161,0.738811389982247,22,0.99
0.812475769468881,0.81245041465134,2.01964092298412,32044.2364913193,0,3,-31391.3929217404,62790.7858434808,62821.1940217401,60335.8203796617,14792,14795,0.561,0.0179,2.01943615008977,23,0.99
0.899381432771677,0.899373720172626,1.81189775671912,116611.978237716,0,3,-52535.9108316863,105079.821663373,105112.499659389,85659.344061132,26092,26095,0.849,0.014,1.81179360171802,24,0.99
0.905575234461474,0.905565122578251,1.5198868052273,89555.5471191616,0,3,-34322.5520045694,68653.1040091388,68684.4446298474,43142.6040015491,18676,18679,0.574,0.0217,1.51976474720733,25,0.99
0.949745699541877,0.949741429122056,1.5788547759856,222401.014247973,0,3,-44149.1496622678,88306.2993245355,88338.5649801316,58670.1266523661,23536,23539,0.428,0.0139,1.57875416178674,26,0.99
0.888406523265384,0.888396863583346,1.55057357799127,91970.5762410363,0,3,-42923.0760128148,85854.1520256297,85886.3437622573,55550.8529117673,23105,23108,0.94,0.0159,1.55047292298605,27,0.99
0.918228505769215,0.918219814995038,1.69601722184763,105655.547719342,0,3,-36647.1505545486,73302.3011090973,73333.672023284,54129.4955754131,18818,18821,0.732,0.0155,1.69588204692504,28,0.99
0.84960869576639,0.849597963113099,2.01200607182967,79161.1051589373,0,3,-59363.788393085,118735.57678617,118768.540623328,113449.920337052,28025,28028,0.763,0.0165,2.01189839058695,29,0.99
0.975050919249268,0.975045597346377,0.744531553570624,183214.714606525,0,3,-10539.9188359927,21087.8376719854,21116.4225856915,5197.3721484432,9376,9379,0.941,0.0102,0.744412469803663,30,0.99
0.789489921299558,0.789463761230129,1.81966076640191,30179.1982403749,0,3,-32475.6239541475,64959.2479082949,64989.9934610878,53289.8944151678,16094,16097,0.64,0.0119,1.81949119329292,31,0.99
0.921098656396882,0.921088503743778,2.35539929025263,90724.9215450054,0,3,-35375.7360425635,70759.472085127,70790.0783197262,86231.1001062106,15543,15546,0.892,0.0093,2.35517201189148,32,0.99
0.903707132650618,0.903690015440174,2.74553731438001,52795.2341088808,0,3,-27333.5129458521,54675.0258917042,54704.3398073042,84809.7583524912,11251,11254,0.717,0.0153,2.74517134845996,33,0.99
0.890753819381172,0.890742051601712,1.50974024015792,75694.2992000577,0,3,-33997.8698515072,68003.7397030144,68035.0569136317,42320.0526106282,18567,18570,0.864,0.0112,1.50961828529362,34,0.99
0.830338581788166,0.830265514855258,0.695389364258488,11364.0815173714,0,3,-4904.12913361398,9816.25826722796,9842.0341757443,2245.68221263824,4644,4647,0.807,0.0158,0.695164864054329,35,0.99
0.81912620665486,0.819078714520596,1.93135485389042,17247.6183550382,0,3,-15826.4610890826,31660.9221781653,31688.67630476,28412.4121812283,7617,7620,0.574,0.018,1.93097462849961,36,0.99
0.899540875093662,0.899522447298577,1.82255755358686,48814.3519580242,0,3,-22019.6692075892,44047.3384151783,44076.5266886803,36216.6699419965,10903,10906,0.844,0.0139,1.82230686365831,37,0.99
0.902149347606023,0.902124550177642,1.56209319480663,36380.7623000836,0,3,-14722.4003369312,29452.8006738623,29480.6966135691,19257.5465979693,7892,7895,0.618,0.0219,1.56179637879328,38,0.99
0.9545656453017,0.954557638542567,1.51393946359689,119219.977707028,0,3,-20814.1366382899,41636.2732765798,41665.6218734552,26012.0521258995,11349,11352,0.444,0.014,1.51373940552352,39,0.99
0.892964577294907,0.892944887187713,1.53425633687297,45350.9251376474,0,3,-20084.4543356757,40176.9086713513,40206.0855587751,25592.0629386573,10872,10875,0.945,0.0159,1.53404470071265,40,0.99
0.915743563964659,0.915724451696079,1.65885393581168,47913.9124760137,0,3,-16977.5774285897,33963.1548571794,33991.4939657755,24262.5886856155,8817,8820,0.725,0.0151,1.65857179380167,41,0.99
0.855433148038335,0.855411379200516,2.04617558621811,39296.2249577726,0,3,-28360.7926823923,56729.5853647847,56759.5629282175,55609.5362226127,13282,13285,0.781,0.0168,2.04594454092846,42,0.99
0.978337011063082,0.978327211022848,0.685444868023622,99829.8974002347,0,3,-4604.9953488156,9217.99069763119,9243.569895804,2077.13906324875,4421,4424,0.95,0.0103,0.685212421896543,43,0.99
